Kind,Name,CountLineCode,SumCyclomatic
Public Method,"org.apache.commons.collections.BeanMap.getType",3,1
Protected Method,"org.apache.commons.collections.BeanMap.getTypeTransformer",3,1
Protected Method,"org.apache.commons.collections.BeanMap.getWriteMethod",3,1
Private Method,"org.apache.commons.collections.BeanMap.initialise",29,8
Public Method,"org.apache.commons.collections.BeanMap.keyIterator",3,1
Public Method,"org.apache.commons.collections.BeanMap.keySet",3,1
Protected Method,"org.apache.commons.collections.BeanMap.logInfo",3,1
Protected Method,"org.apache.commons.collections.BeanMap.logWarn",4,1
Public Method,"org.apache.commons.collections.BeanMap.put",25,5
Protected Method,"org.apache.commons.collections.BeanMap.reinitialise",6,1
Public Method,"org.apache.commons.collections.BeanMap.setBean",4,1
Public Method,"org.apache.commons.collections.BeanMap.size",3,1
Public Method,"org.apache.commons.collections.BeanMap.valueIterator",15,1
Anonymous Class,"org.apache.commons.collections.BeanMap.valueIterator.(Anon_11)",11,3
Public Method,"org.apache.commons.collections.BeanMap.valueIterator.(Anon_11).hasNext",3,1
Public Method,"org.apache.commons.collections.BeanMap.valueIterator.(Anon_11).next",4,1
Public Method,"org.apache.commons.collections.BeanMap.valueIterator.(Anon_11).remove",3,1
Public Method,"org.apache.commons.collections.BeanMap.values",7,2
Public Class,"org.apache.commons.collections.BinaryHeap",177,38
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",4,1
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",5,1
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",4,1
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",5,1
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",4,1
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",5,1
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",8,2
Public Constructor,"org.apache.commons.collections.BinaryHeap.BinaryHeap",6,1
Public Method,"org.apache.commons.collections.BinaryHeap.clear",4,1
Private Method,"org.apache.commons.collections.BinaryHeap.compare",7,2
Protected Method,"org.apache.commons.collections.BinaryHeap.grow",6,1
Public Method,"org.apache.commons.collections.BinaryHeap.insert",6,3
Public Method,"org.apache.commons.collections.BinaryHeap.isEmpty",4,1
Public Method,"org.apache.commons.collections.BinaryHeap.isFull",4,1
Public Method,"org.apache.commons.collections.BinaryHeap.peek",5,2
Protected Method,"org.apache.commons.collections.BinaryHeap.percolateDownMaxHeap",21,4
Protected Method,"org.apache.commons.collections.BinaryHeap.percolateDownMinHeap",21,4
Protected Method,"org.apache.commons.collections.BinaryHeap.percolateUpMaxHeap",12,2
Protected Method,"org.apache.commons.collections.BinaryHeap.percolateUpMinHeap",13,2
Public Method,"org.apache.commons.collections.BinaryHeap.pop",12,3
Public Method,"org.apache.commons.collections.BinaryHeap.toString",12,3
Public Interface,"org.apache.commons.collections.Closure",3,0
Public Abstract Method,"org.apache.commons.collections.Closure.execute",1,0
Public Class,"org.apache.commons.collections.CollectionUtils",254,64
Private Static Class,"org.apache.commons.collections.CollectionUtils.EmptyIterator",11,3
Public Method,"org.apache.commons.collections.CollectionUtils.EmptyIterator.hasNext",3,1
Public Method,"org.apache.commons.collections.CollectionUtils.EmptyIterator.next",3,1
Public Method,"org.apache.commons.collections.CollectionUtils.EmptyIterator.remove",3,1
Public Static Method,"org.apache.commons.collections.CollectionUtils.addAll",5,2
Public Static Method,"org.apache.commons.collections.CollectionUtils.addAll",5,2
Public Static Method,"org.apache.commons.collections.CollectionUtils.addAll",5,2
Public Static Method,"org.apache.commons.collections.CollectionUtils.cardinality",11,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.collect",5,1
Public Static Method,"org.apache.commons.collections.CollectionUtils.collect",5,1
Public Static Method,"org.apache.commons.collections.CollectionUtils.collect",6,2
Public Static Method,"org.apache.commons.collections.CollectionUtils.collect",10,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.disjunction",15,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.find",11,4
Public Static Method,"org.apache.commons.collections.CollectionUtils.forAllDo",8,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.getCardinalityMap",14,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.index",3,1
Public Static Method,"org.apache.commons.collections.CollectionUtils.index",43,12
Public Static Method,"org.apache.commons.collections.CollectionUtils.intersection",15,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.isEqualCollection",20,5
Public Static Method,"org.apache.commons.collections.CollectionUtils.isProperSubCollection",3,1
Public Static Method,"org.apache.commons.collections.CollectionUtils.isSubCollection",13,3
Public Static Method,"org.apache.commons.collections.CollectionUtils.select",5,1
Public Static Method,"org.apache.commons.collections.CollectionUtils.select",10,4
Public Static Method,"org.apache.commons.collections.CollectionUtils.subtract",8,2
Public Static Method,"org.apache.commons.collections.CollectionUtils.union",15,3
Public Class,"org.apache.commons.collections.CursorableLinkedList",576,110
Public Class,"org.apache.commons.collections.CursorableLinkedList.Cursor",70,22
Constructor,"org.apache.commons.collections.CursorableLinkedList.Cursor.Cursor",5,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.add",9,1
Protected Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.checkForComod",5,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.close",6,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.invalidate",3,1
Protected Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.listableChanged",5,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.listableInserted",13,5
Protected Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.listableRemoved",15,6
Public Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.nextIndex",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.Cursor.previousIndex",3,1
Class,"org.apache.commons.collections.CursorableLinkedList.ListIter",100,22
Constructor,"org.apache.commons.collections.CursorableLinkedList.ListIter.ListIter",13,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.add",7,1
Protected Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.checkForComod",5,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.hasNext",4,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.hasPrevious",4,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.next",13,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.nextIndex",7,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.previous",13,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.previousIndex",7,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.remove",13,4
Public Method,"org.apache.commons.collections.CursorableLinkedList.ListIter.set",8,2
Class,"org.apache.commons.collections.CursorableLinkedList.Listable",30,7
Constructor,"org.apache.commons.collections.CursorableLinkedList.Listable.Listable",5,1
Method,"org.apache.commons.collections.CursorableLinkedList.Listable.next",3,1
Method,"org.apache.commons.collections.CursorableLinkedList.Listable.prev",3,1
Method,"org.apache.commons.collections.CursorableLinkedList.Listable.setNext",3,1
Method,"org.apache.commons.collections.CursorableLinkedList.Listable.setPrev",3,1
Method,"org.apache.commons.collections.CursorableLinkedList.Listable.setValue",5,1
Method,"org.apache.commons.collections.CursorableLinkedList.Listable.value",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.add",4,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.add",12,5
Public Method,"org.apache.commons.collections.CursorableLinkedList.addAll",10,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.addAll",15,5
Public Method,"org.apache.commons.collections.CursorableLinkedList.addFirst",4,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.addLast",4,1
Protected Method,"org.apache.commons.collections.CursorableLinkedList.broadcastListableChanged",6,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.broadcastListableInserted",6,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.broadcastListableRemoved",6,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.clear",7,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.contains",8,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.containsAll",9,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.cursor",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.cursor",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.equals",14,6
Public Method,"org.apache.commons.collections.CursorableLinkedList.get",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.getFirst",7,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.getLast",7,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.getListableAt",18,5
Public Method,"org.apache.commons.collections.CursorableLinkedList.hashCode",7,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.indexOf",12,4
Protected Method,"org.apache.commons.collections.CursorableLinkedList.insertListable",17,3
Protected Method,"org.apache.commons.collections.CursorableLinkedList.invalidateCursors",7,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.isEmpty",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.iterator",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.lastIndexOf",12,4
Public Method,"org.apache.commons.collections.CursorableLinkedList.listIterator",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.listIterator",6,2
Private Method,"org.apache.commons.collections.CursorableLinkedList.readObject",9,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.registerCursor",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.remove",12,4
Public Method,"org.apache.commons.collections.CursorableLinkedList.remove",6,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.removeAll",15,4
Public Method,"org.apache.commons.collections.CursorableLinkedList.removeFirst",9,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.removeLast",9,2
Protected Method,"org.apache.commons.collections.CursorableLinkedList.removeListable",17,5
Public Method,"org.apache.commons.collections.CursorableLinkedList.retainAll",11,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.set",6,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.size",3,1
Public Method,"org.apache.commons.collections.CursorableLinkedList.subList",9,3
Public Method,"org.apache.commons.collections.CursorableLinkedList.toArray",8,2
Public Method,"org.apache.commons.collections.CursorableLinkedList.toArray",13,4
Public Method,"org.apache.commons.collections.CursorableLinkedList.toString",12,3
Protected Method,"org.apache.commons.collections.CursorableLinkedList.unregisterCursor",3,1
Private Method,"org.apache.commons.collections.CursorableLinkedList.writeObject",9,2
Class,"org.apache.commons.collections.CursorableSubList",199,51
Constructor,"org.apache.commons.collections.CursorableSubList.CursorableSubList",28,7
Public Method,"org.apache.commons.collections.CursorableSubList.add",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.add",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.addAll",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.addAll",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.addFirst",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.addLast",4,1
Protected Method,"org.apache.commons.collections.CursorableSubList.checkForComod",5,2
Public Method,"org.apache.commons.collections.CursorableSubList.clear",8,2
Public Method,"org.apache.commons.collections.CursorableSubList.contains",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.containsAll",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.equals",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.get",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.getFirst",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.getLast",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.hashCode",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.indexOf",4,1
Protected Method,"org.apache.commons.collections.CursorableSubList.insertListable",17,6
Public Method,"org.apache.commons.collections.CursorableSubList.isEmpty",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.iterator",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.lastIndexOf",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.listIterator",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.listIterator",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.remove",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.remove",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.removeAll",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.removeFirst",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.removeLast",4,1
Protected Method,"org.apache.commons.collections.CursorableSubList.removeListable",16,4
Public Method,"org.apache.commons.collections.CursorableSubList.retainAll",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.set",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.size",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.subList",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.toArray",4,1
Public Method,"org.apache.commons.collections.CursorableSubList.toArray",4,1
Public Abstract Class,"org.apache.commons.collections.DefaultMapBag",190,39
Private Class,"org.apache.commons.collections.DefaultMapBag.BagIterator",30,6
Public Constructor,"org.apache.commons.collections.DefaultMapBag.BagIterator.BagIterator",6,1
Public Method,"org.apache.commons.collections.DefaultMapBag.BagIterator.hasNext",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.BagIterator.next",7,2
Public Method,"org.apache.commons.collections.DefaultMapBag.BagIterator.remove",8,2
Public Method,"org.apache.commons.collections.DefaultMapBag.add",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.add",11,2
Public Method,"org.apache.commons.collections.DefaultMapBag.addAll",9,2
Protected Method,"org.apache.commons.collections.DefaultMapBag.calcTotalSize",4,1
Public Method,"org.apache.commons.collections.DefaultMapBag.clear",5,1
Public Method,"org.apache.commons.collections.DefaultMapBag.contains",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.containsAll",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.containsAll",11,2
Public Method,"org.apache.commons.collections.DefaultMapBag.equals",5,1
Private Method,"org.apache.commons.collections.DefaultMapBag.extractList",11,3
Public Method,"org.apache.commons.collections.DefaultMapBag.getCount",8,2
Protected Method,"org.apache.commons.collections.DefaultMapBag.getMap",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.hashCode",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.isEmpty",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.iterator",3,1
Private Method,"org.apache.commons.collections.DefaultMapBag.modCount",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.remove",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.remove",16,3
Public Method,"org.apache.commons.collections.DefaultMapBag.removeAll",11,3
Public Method,"org.apache.commons.collections.DefaultMapBag.retainAll",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.retainAll",19,4
Protected Method,"org.apache.commons.collections.DefaultMapBag.setMap",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.size",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.toArray",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.toArray",3,1
Public Method,"org.apache.commons.collections.DefaultMapBag.uniqueSet",3,1
Public Class,"org.apache.commons.collections.DefaultMapEntry",39,15
Public Constructor,"org.apache.commons.collections.DefaultMapEntry.DefaultMapEntry",4,1
Public Constructor,"org.apache.commons.collections.DefaultMapEntry.DefaultMapEntry",2,1
Public Method,"org.apache.commons.collections.DefaultMapEntry.equals",11,6
Public Method,"org.apache.commons.collections.DefaultMapEntry.getKey",3,1
Public Method,"org.apache.commons.collections.DefaultMapEntry.getValue",3,1
Public Method,"org.apache.commons.collections.DefaultMapEntry.hashCode",4,3
Public Method,"org.apache.commons.collections.DefaultMapEntry.setKey",3,1
Public Method,"org.apache.commons.collections.DefaultMapEntry.setValue",5,1
Public Class,"org.apache.commons.collections.DoubleOrderedMap",933,138
Public Constructor,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMap",1,1
Public Constructor,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMap",5,1
Private Abstract Class,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMapIterator",43,8
Constructor,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMapIterator.DoubleOrderedMapIterator",7,1
Protected Abstract Method,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMapIterator.doGetNext",1,0
Public Method,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMapIterator.hasNext",3,1
Public Method,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMapIterator.next",13,3
Public Method,"org.apache.commons.collections.DoubleOrderedMap.DoubleOrderedMapIterator.remove",13,3
Private Static Class,"org.apache.commons.collections.DoubleOrderedMap.Node",88,22
Constructor,"org.apache.commons.collections.DoubleOrderedMap.Node.Node",8,1
Private Method,"org.apache.commons.collections.DoubleOrderedMap.Node.copyColor",3,1
Public Method,"org.apache.commons.collections.DoubleOrderedMap.Node.equals",11,3
Private Method,"org.apache.commons.collections.DoubleOrderedMap.Node.getData",3,1
